Dcode,Mcode,District,Mandal,Date,Rain (mm),Temp Min (°C),Temp Max (°C),Humidity Min (%),Humidity Max (%),Wind Speed Min (Kmph),Wind Speed Max (Kmph)
1,1,Adilabad,Bheempoor,1-Oct-20,0,23.3,33.7,66.8,96,0,1.4
1,1,Adilabad,Bheempoor,2-Oct-20,0,23.4,33.6,66.1,95.9,0,1.6
1,1,Adilabad,Bheempoor,3-Oct-20,0,23.2,35.2,53.8,74.9,0.6,2
1,1,Adilabad,Bheempoor,4-Oct-20,0,22.1,34.4,43.9,85.2,0.2,5.9
1,1,Adilabad,Bheempoor,5-Oct-20,0,20.6,35.5,47.9,95.5,0,1.2
1,1,Adilabad,Bheempoor,6-Oct-20,0,21.7,35,44.3,94.9,0,2.3
1,1,Adilabad,Bheempoor,7-Oct-20,0,24.3,33.3,51.7,93.3,0,1.6
1,1,Adilabad,Bheempoor,8-Oct-20,2.3,21.9,26.7,78.3,99,0,1.5
1,1,Adilabad,Bheempoor,9-Oct-20,0,23.5,31.7,72.8,99.3,0,1.1
1,1,Adilabad,Bheempoor,10-Oct-20,0,23.1,32.9,70.7,96.9,0.1,0.9
1,1,Adilabad,Bheempoor,11-Oct-20,0,23.6,34.7,61.1,94.8,0,3
1,1,Adilabad,Bheempoor,12-Oct-20,20.6,22.6,31.8,69.9,97.4,0,5.4
1,1,Adilabad,Bheempoor,13-Oct-20,0,23.2,33.2,71.1,99.5,0.1,0.9
1,1,Adilabad,Bheempoor,14-Oct-20,0,25.1,30.7,71.2,88,0,1.3
1,1,Adilabad,Bheempoor,15-Oct-20,0,24.1,31.1,71.8,96.5,0.1,6.3
1,1,Adilabad,Bheempoor,16-Oct-20,0,24.1,29.5,82.8,99.3,0,1.6
1,1,Adilabad,Bheempoor,17-Oct-20,0,24.6,31.4,74.1,98.8,0,1.4
1,1,Adilabad,Bheempoor,18-Oct-20,5.8,23.3,33.1,69.5,99.3,0,1.4
1,1,Adilabad,Bheempoor,19-Oct-20,2.3,23.1,34.3,70.2,99.3,0,0.8
1,1,Adilabad,Bheempoor,20-Oct-20,0,22.7,33.4,70.4,99.4,0,0.9
1,1,Adilabad,Bheempoor,21-Oct-20,0,22.1,34.3,61.7,99,0,1.4
1,1,Adilabad,Bheempoor,22-Oct-20,0,21.6,33.4,62,98.9,0,1.2
1,1,Adilabad,Bheempoor,23-Oct-20,0,19,33.8,44.2,98.4,0,1
1,1,Adilabad,Bheempoor,24-Oct-20,0,20.2,34.3,44.2,98.2,0,0.9
1,1,Adilabad,Bheempoor,25-Oct-20,0,20.7,34.5,50.8,98.6,0,1.2
1,1,Adilabad,Bheempoor,26-Oct-20,0,21.2,34.2,55,98,0,0.6
1,1,Adilabad,Bheempoor,27-Oct-20,0,19.7,33.7,51.4,98.5,0,2.1
1,1,Adilabad,Bheempoor,28-Oct-20,0,17.4,33.6,48.7,98.9,0,0.6
1,1,Adilabad,Bheempoor,29-Oct-20,0,15.9,34.6,28.3,98.4,0,0.4
1,1,Adilabad,Bheempoor,30-Oct-20,0,17.7,33.6,38.2,97.8,0,0.8
1,1,Adilabad,Bheempoor,31-Oct-20,0,18.5,32.5,48.2,97.7,0,0.7
1,1,Adilabad,Bheempoor,1-Nov-20,0,15.4,31.5,41,97.6,0,1.3
1,1,Adilabad,Bheempoor,2-Nov-20,0,14.5,32.1,38.7,97.6,0,2.1
1,1,Adilabad,Bheempoor,3-Nov-20,0,14.4,32.2,40.9,97.1,0,1.5
1,1,Adilabad,Bheempoor,4-Nov-20,0,13,32.2,34.7,97.4,0,1
1,1,Adilabad,Bheempoor,5-Nov-20,0,11,32.9,29.5,97.6,0,1
1,1,Adilabad,Bheempoor,6-Nov-20,0,10.7,33.1,29.7,98.2,0,1.1
1,1,Adilabad,Bheempoor,7-Nov-20,0,12.6,32.5,38,97.5,0,0.8
1,1,Adilabad,Bheempoor,8-Nov-20,0,9.7,32.1,35.1,98.2,0,0.7
1,1,Adilabad,Bheempoor,9-Nov-20,0,9.1,31.1,33.3,98,0,0.7
1,1,Adilabad,Bheempoor,10-Nov-20,0,8,30.6,32.1,97.8,0,1.2
1,1,Adilabad,Bheempoor,11-Nov-20,0,8.5,29.3,35.9,97.1,0,1.8
1,1,Adilabad,Bheempoor,12-Nov-20,0,13.7,30.7,41.8,96.3,0,1.2
1,1,Adilabad,Bheempoor,13-Nov-20,0,17.9,31.5,57.2,98.5,0,1.2
1,1,Adilabad,Bheempoor,14-Nov-20,0,16.9,32.9,56.4,98.7,0,1.3
1,1,Adilabad,Bheempoor,15-Nov-20,0,15.6,33.4,47.2,96.2,0,1.3
1,1,Adilabad,Bheempoor,16-Nov-20,0,17.4,34.2,43.3,94.7,0,1.5
1,1,Adilabad,Bheempoor,17-Nov-20,0,17.6,33.4,51.3,97.7,0,2.5
1,1,Adilabad,Bheempoor,18-Nov-20,0,16.5,33.2,40.8,97.9,0,1.4
1,1,Adilabad,Bheempoor,19-Nov-20,0,19,33.3,43.4,97.3,0,2.9
1,1,Adilabad,Bheempoor,20-Nov-20,0,21.3,34,54.4,96.1,0,1.7
1,1,Adilabad,Bheempoor,21-Nov-20,0,21.3,33.4,54.3,98.4,0,1.5
1,1,Adilabad,Bheempoor,22-Nov-20,0,15.9,30,67.6,98.6,0,1.3
1,1,Adilabad,Bheempoor,23-Nov-20,0,12.3,30.7,42.9,98.2,0,1.3
1,1,Adilabad,Bheempoor,24-Nov-20,0,11.4,31.9,38.2,98,0,1.6
1,1,Adilabad,Bheempoor,25-Nov-20,0,9.9,31.7,32.5,97.8,0,2.3
1,1,Adilabad,Bheempoor,26-Nov-20,0,13.3,30.6,34.9,94.7,0,2.1
1,1,Adilabad,Bheempoor,27-Nov-20,0,17.9,30.1,49.4,91.7,0,1
1,1,Adilabad,Bheempoor,28-Nov-20,0,15.6,25.5,59.4,93.8,0,2.1
1,1,Adilabad,Bheempoor,29-Nov-20,0,18.3,28.2,52.7,93.4,0,2.2
1,1,Adilabad,Bheempoor,30-Nov-20,0,15.8,32.5,47.7,96.7,0,2.1
1,1,Adilabad,Bheempoor,1-Dec-20,0,13.9,32.9,43,96.8,0,2.1
1,1,Adilabad,Bheempoor,2-Dec-20,0,11.9,31.7,41.3,97.2,0,2.4
1,1,Adilabad,Bheempoor,3-Dec-20,0,10.3,31.1,44,97.8,0,2.2
1,1,Adilabad,Bheempoor,4-Dec-20,0,9.1,31.2,36.6,96.3,0,2
1,1,Adilabad,Bheempoor,5-Dec-20,0,9.2,31.6,33,95.3,0,1.5
1,1,Adilabad,Bheempoor,6-Dec-20,0,8.7,32.3,28.8,95.6,0,1.2
1,1,Adilabad,Bheempoor,7-Dec-20,0,9.2,32,27.7,95.2,0,2.6
1,1,Adilabad,Bheempoor,8-Dec-20,0,9.1,32.2,31.6,96,0,1.1
1,1,Adilabad,Bheempoor,9-Dec-20,0,8.9,32.3,31.5,96.3,0,2.3
1,1,Adilabad,Bheempoor,10-Dec-20,0,11.3,32.2,28.6,94,0,2.2
1,1,Adilabad,Bheempoor,11-Dec-20,0,12.5,31.9,34.7,94.5,0,1.5
1,1,Adilabad,Bheempoor,12-Dec-20,0,14.8,32,39.2,96,0,1.8
1,1,Adilabad,Bheempoor,13-Dec-20,0,15.5,31.1,45.3,96,0,1.8
1,1,Adilabad,Bheempoor,14-Dec-20,0,19,30.4,47.6,97.2,0,2
1,1,Adilabad,Bheempoor,15-Dec-20,0,19.2,28.5,57.2,96.2,0,1
1,1,Adilabad,Bheempoor,16-Dec-20,0,15,30.4,46.9,96.5,0,2.5
1,1,Adilabad,Bheempoor,17-Dec-20,0,14.9,31.8,45.9,96.7,0,1.4
1,1,Adilabad,Bheempoor,18-Dec-20,0,14.2,30.4,52.6,98.4,0,0.7
1,1,Adilabad,Bheempoor,19-Dec-20,0,11.9,29.7,44.2,96.9,0,1.5
1,1,Adilabad,Bheempoor,20-Dec-20,0,6.8,29.5,39.4,97.3,0,1.7
1,1,Adilabad,Bheempoor,21-Dec-20,0,4.6,29.2,24.5,94.6,0,2.5
1,1,Adilabad,Bheempoor,22-Dec-20,0,3.6,29.7,23.2,94.7,0,2.4
1,1,Adilabad,Bheempoor,23-Dec-20,0,4.3,30,23,92.5,0,2.9
1,1,Adilabad,Bheempoor,24-Dec-20,0,7,30.2,24.9,92.4,0,1.8
1,1,Adilabad,Bheempoor,25-Dec-20,0,7.1,30.4,30.7,94.7,0,1.5
1,1,Adilabad,Bheempoor,26-Dec-20,0,6.9,29.9,29.6,94.3,0,2.8
1,1,Adilabad,Bheempoor,27-Dec-20,0,7.1,30.5,28.2,93.5,0,2
1,1,Adilabad,Bheempoor,28-Dec-20,0,9.8,31.9,30.8,92.1,0,1.2
1,1,Adilabad,Bheempoor,29-Dec-20,0,10.9,31.5,35.6,95.7,0,1.6
1,1,Adilabad,Bheempoor,30-Dec-20,0,11.7,30.6,43.4,95.8,0,1.7
1,1,Adilabad,Bheempoor,31-Dec-20,0,10.2,30.2,39.8,96.2,0,2.3
1,2,Adilabad,Jainad,1-Oct-20,0,23.6,34.2,67.2,89.5,0,1
1,2,Adilabad,Jainad,2-Oct-20,0,24.1,33.4,59.3,75.2,0,1.6
1,2,Adilabad,Jainad,3-Oct-20,0,22.8,35.3,61.5,76.3,0,1.6
1,2,Adilabad,Jainad,4-Oct-20,0,21.7,35.2,44.1,74.1,0,33.6
1,2,Adilabad,Jainad,5-Oct-20,0,22.7,34.5,47.7,82.2,0,1.5
1,2,Adilabad,Jainad,6-Oct-20,0,23.7,34.6,40.9,83.2,0,1.3
1,2,Adilabad,Jainad,7-Oct-20,0.3,24.7,33.1,44.9,74.5,0,2.6
1,2,Adilabad,Jainad,8-Oct-20,3.2,22.6,26.4,66.7,92.7,0,0.4
1,2,Adilabad,Jainad,9-Oct-20,0,23.4,31,75.6,93.2,0,1.6
1,2,Adilabad,Jainad,10-Oct-20,0,23.5,33.1,68.3,93.4,0,1.2
1,2,Adilabad,Jainad,11-Oct-20,2.7,23.8,34.3,62.5,92.5,0,2.2
1,2,Adilabad,Jainad,12-Oct-20,5.4,23.3,32,74.5,81.7,0,2.8
1,2,Adilabad,Jainad,13-Oct-20,0.5,23.3,33,73.8,92.7,0,1.5
1,2,Adilabad,Jainad,14-Oct-20,0.7,25.1,31.3,63.4,89.5,0.2,2.5
1,2,Adilabad,Jainad,15-Oct-20,9.3,24.3,32.2,72.1,82.4,0,3.2
1,2,Adilabad,Jainad,16-Oct-20,4.3,24.3,31,70.6,93.4,0,1.6
1,2,Adilabad,Jainad,17-Oct-20,0,24.8,30.7,79.5,82.7,0,1
1,2,Adilabad,Jainad,18-Oct-20,0.5,23.6,32.2,64.5,82.8,0,1.4
1,2,Adilabad,Jainad,19-Oct-20,0,23.1,34.4,57.5,93.2,0,2.1
1,2,Adilabad,Jainad,20-Oct-20,0,23.3,34.6,55.9,82.6,0,1.4
1,2,Adilabad,Jainad,21-Oct-20,0,22.1,34,50.6,93.2,0,2.1
1,2,Adilabad,Jainad,22-Oct-20,0,22,33.9,48.5,92.9,0,2
1,2,Adilabad,Jainad,23-Oct-20,0,19.1,34.7,34.8,81.3,0,1.4
1,2,Adilabad,Jainad,24-Oct-20,0,20.5,34.5,38.8,80.9,0,1.3
1,2,Adilabad,Jainad,25-Oct-20,0,21.5,35,41.7,92.5,0,0.9
1,2,Adilabad,Jainad,26-Oct-20,0,22.6,35,39,91.4,0,1.5
1,2,Adilabad,Jainad,27-Oct-20,0,20.5,34.2,43.4,81.8,0,1.5
1,2,Adilabad,Jainad,28-Oct-20,0,19,34.4,35.6,81.4,0,1.9
1,2,Adilabad,Jainad,29-Oct-20,0,17.3,34.5,28.2,91.9,0,0.3
1,2,Adilabad,Jainad,30-Oct-20,0,22.1,35.4,38.3,81.4,0,1.2
1,2,Adilabad,Jainad,31-Oct-20,0,23.4,34.7,40.1,92.1,0,1.7
1,2,Adilabad,Jainad,1-Nov-20,0,19.9,33.8,32.9,81.5,0,1.3
1,2,Adilabad,Jainad,2-Nov-20,0,19.8,34.4,30.9,80.5,0,33.5
1,2,Adilabad,Jainad,3-Nov-20,0,19.9,34.6,33.5,80.7,0,1.2
1,2,Adilabad,Jainad,4-Nov-20,0,17.7,34.5,31,79.3,0,1.5
1,2,Adilabad,Jainad,5-Nov-20,0,16.7,34.4,24.4,77.5,0,1.2
1,2,Adilabad,Jainad,6-Nov-20,0,15.8,34.6,22.5,80.4,0,1.9
1,2,Adilabad,Jainad,7-Nov-20,0,17.7,34.3,33.5,81.4,0,2.1
1,2,Adilabad,Jainad,8-Nov-20,0,15.4,33.1,32.7,81.1,0,2.9
1,2,Adilabad,Jainad,9-Nov-20,0,14.1,33.6,26.8,81.1,0,2.8
1,2,Adilabad,Jainad,10-Nov-20,0,13.9,33.4,26.4,81.3,0,1.6
1,2,Adilabad,Jainad,11-Nov-20,0,14.2,32.6,26.2,79.8,0,1.5
1,2,Adilabad,Jainad,12-Nov-20,0,18.8,33.8,34.2,79.4,0,1.7
1,2,Adilabad,Jainad,13-Nov-20,0,23.6,34.6,51,92.5,0,2
1,2,Adilabad,Jainad,14-Nov-20,0,22.3,34.5,46.2,82.1,0,2
1,2,Adilabad,Jainad,15-Nov-20,0,17.3,35,37.3,91.2,0,2.2
1,2,Adilabad,Jainad,16-Nov-20,0,18.3,33.9,42.7,74.3,0.4,0.7
1,2,Adilabad,Jainad,17-Nov-20,0,22.7,34.2,41.6,84.4,0,1.6
1,2,Adilabad,Jainad,18-Nov-20,0,23.6,33.7,35.8,88.7,0,1.6
1,2,Adilabad,Jainad,19-Nov-20,0,23.2,33.6,32.3,88.5,0,1.9
1,2,Adilabad,Jainad,20-Nov-20,0,24,33.7,48.9,85.6,0,2.4
1,2,Adilabad,Jainad,21-Nov-20,13.6,23.8,33.7,41.7,91.9,0,1.8
1,2,Adilabad,Jainad,22-Nov-20,0,22.6,34.5,67,91.4,0,0.9
1,2,Adilabad,Jainad,23-Nov-20,0,19.4,34.6,38.4,91.7,0,1.8
1,2,Adilabad,Jainad,24-Nov-20,0,18,33.6,32.4,77.8,0,1.4
1,2,Adilabad,Jainad,25-Nov-20,0,17.5,33.3,33.6,91.4,0,2.4
1,2,Adilabad,Jainad,26-Nov-20,0,20.8,33,33.3,73.9,0,2
1,2,Adilabad,Jainad,27-Nov-20,0.6,22.2,30.4,53.6,79.3,0,1.5
1,2,Adilabad,Jainad,28-Nov-20,0,18.2,26.7,50.1,85.2,0,2.6
1,2,Adilabad,Jainad,29-Nov-20,0,21.5,31.4,46.7,84.6,0,2
1,2,Adilabad,Jainad,30-Nov-20,0,22.1,32.9,41.6,78.3,0,1.7
1,2,Adilabad,Jainad,1-Dec-20,0,20,32.9,34.6,91.3,0,2.6
1,2,Adilabad,Jainad,2-Dec-20,0,13.6,34,36,91.4,0,2.2
1,2,Adilabad,Jainad,3-Dec-20,0,12.5,30.2,33.2,91.7,0,4
1,2,Adilabad,Jainad,4-Dec-20,0,11.5,31.3,24.6,73.4,0,5
1,2,Adilabad,Jainad,5-Dec-20,0,10.8,31.5,25.5,78.1,0,6.9
1,2,Adilabad,Jainad,6-Dec-20,0,10.8,31.8,24.3,77.9,0,8.4
1,2,Adilabad,Jainad,7-Dec-20,0,11,30.5,26.8,74.7,0,2.8
1,2,Adilabad,Jainad,8-Dec-20,0,11.2,32.7,25.8,77.4,0,4.8
1,2,Adilabad,Jainad,9-Dec-20,0,11,32.5,24.5,78.8,0,5.1
1,2,Adilabad,Jainad,10-Dec-20,0,13.3,32.8,25.1,70.2,0,5.7
1,2,Adilabad,Jainad,11-Dec-20,0,14.6,32.8,30.1,78.2,0,4
1,2,Adilabad,Jainad,12-Dec-20,0,16.2,32.4,32.1,92.4,0,6.5
1,2,Adilabad,Jainad,13-Dec-20,0,16.6,30.7,38.7,93.1,0,5.9
1,2,Adilabad,Jainad,14-Dec-20,0,19.4,30.3,40.1,88.4,0,4
1,2,Adilabad,Jainad,15-Dec-20,0,18.8,29.4,47.1,83.8,0,4.3
1,2,Adilabad,Jainad,16-Dec-20,0,16.3,31.8,37.4,93.1,0,9.3
1,2,Adilabad,Jainad,17-Dec-20,0,15.9,32.3,36.3,81.5,0,7.5
1,2,Adilabad,Jainad,18-Dec-20,0,15.3,31.3,38.6,95,0,4.6
1,2,Adilabad,Jainad,19-Dec-20,0,13.7,30.7,35.6,92.6,0,4
1,2,Adilabad,Jainad,20-Dec-20,0,10,29.1,35.1,79.2,0,6.5
1,2,Adilabad,Jainad,21-Dec-20,0,5.9,28.8,23.8,65,0,5.1
1,2,Adilabad,Jainad,22-Dec-20,0,6.5,29.4,20.7,59.1,0,9.1
1,2,Adilabad,Jainad,23-Dec-20,0,7,29.4,21.2,63,0,4.6
1,2,Adilabad,Jainad,24-Dec-20,0,8.6,30.4,21.9,63.8,0,4.4
1,2,Adilabad,Jainad,25-Dec-20,0,9,29.9,26.2,65.9,0,10.3
1,2,Adilabad,Jainad,26-Dec-20,0,8.1,30.4,26,67.8,0,2.1
1,2,Adilabad,Jainad,27-Dec-20,0,8.9,31.1,23,77.1,0,1.5
1,2,Adilabad,Jainad,28-Dec-20,0,11.7,31.8,27.4,76,0,1.7
1,2,Adilabad,Jainad,29-Dec-20,0,13.7,32.1,31.3,89.8,0,5.5
1,2,Adilabad,Jainad,30-Dec-20,0,14.3,31.9,37.9,91.8,0,5.1
1,2,Adilabad,Jainad,31-Dec-20,0,12.4,31.3,39.8,80.8,0,6
1,3,Adilabad,Bela,1-Oct-20,0,23.9,34.4,57.3,86.5,0,1.2
1,3,Adilabad,Bela,2-Oct-20,0,24.3,33.9,59.6,85.2,0,1.4
1,3,Adilabad,Bela,3-Oct-20,0,23.1,35.3,49.8,86,0,1.4
1,3,Adilabad,Bela,4-Oct-20,0,21.6,35.2,46.2,85.2,0,1.7
1,3,Adilabad,Bela,5-Oct-20,0,22.7,34.9,46.8,82.8,0,1.5
1,3,Adilabad,Bela,6-Oct-20,0,24.1,34.6,42.8,87,0,1.7
1,3,Adilabad,Bela,7-Oct-20,0,24.8,33.6,51.9,85.4,0,3.9
1,3,Adilabad,Bela,8-Oct-20,4.9,22.9,26.5,80.9,91.1,0,9.9
1,3,Adilabad,Bela,9-Oct-20,0,23.4,30.2,73.4,91.7,0,4.8
1,3,Adilabad,Bela,10-Oct-20,0.9,23.1,33,64.7,92,0,7.1
1,3,Adilabad,Bela,11-Oct-20,2.1,23.6,33.8,62.2,91.2,0,10.5
1,3,Adilabad,Bela,12-Oct-20,6.9,24,32.2,67.9,91.7,0,9.2
1,3,Adilabad,Bela,13-Oct-20,7.6,23.4,32.6,68.1,90.9,0,9.5
1,3,Adilabad,Bela,14-Oct-20,0,25.2,31.6,67.6,86.5,0,10.8
1,3,Adilabad,Bela,15-Oct-20,1.3,24.6,32.3,66.3,91.9,0.1,9.4
1,3,Adilabad,Bela,16-Oct-20,0.2,24.4,30.9,73.7,91.8,0,7.3
1,3,Adilabad,Bela,17-Oct-20,0,24.6,31.1,72.2,92.3,0,5.3
1,3,Adilabad,Bela,18-Oct-20,0,24.3,32.1,67.9,91.9,0,7.8
1,3,Adilabad,Bela,19-Oct-20,0,23.2,34.6,61.3,91.7,0,6.9
1,3,Adilabad,Bela,20-Oct-20,0,23.5,35.1,58.3,91.2,0,5.2
1,3,Adilabad,Bela,21-Oct-20,0,21.9,34.1,58.3,91.6,0,6.2
1,3,Adilabad,Bela,22-Oct-20,0,21.7,34.3,54.3,91.1,0,7.4
1,3,Adilabad,Bela,23-Oct-20,0,18.6,35.4,39.2,89.8,0,5.5
1,3,Adilabad,Bela,24-Oct-20,0,19.8,35.7,40,90.3,0,5.5
1,3,Adilabad,Bela,25-Oct-20,0,20.8,35.2,44.8,90.9,0,6.9
1,3,Adilabad,Bela,26-Oct-20,0,22.1,35.3,41.4,89.5,0,4.5
1,3,Adilabad,Bela,27-Oct-20,0,19.8,34.6,46.7,90.3,0,5.1
1,3,Adilabad,Bela,28-Oct-20,0,18.2,34.4,45.8,90.3,0,5.4
1,3,Adilabad,Bela,29-Oct-20,0,16.7,34.6,32.8,90.4,0,5.4
1,3,Adilabad,Bela,30-Oct-20,0,19.7,34.6,39,90.5,0,4.6
1,3,Adilabad,Bela,31-Oct-20,0,20.6,34.1,41.7,89.8,0,6.5
1,3,Adilabad,Bela,1-Nov-20,0,16.6,33.1,38.7,90.1,0,6.2
1,3,Adilabad,Bela,2-Nov-20,0,16.9,34,36.4,89.3,0,7.2
1,3,Adilabad,Bela,3-Nov-20,0,16.5,33.8,40.9,88.9,0,6.5
1,3,Adilabad,Bela,4-Nov-20,0,14.8,34,32.2,88.6,0,8.4
1,3,Adilabad,Bela,5-Nov-20,0,13.2,34.1,27,88.1,0.2,7.9
1,3,Adilabad,Bela,6-Nov-20,0,12.1,34.5,26.3,89.1,0,4.6
1,3,Adilabad,Bela,7-Nov-20,0,14.2,33.2,35.5,89.5,0,5.9
1,3,Adilabad,Bela,8-Nov-20,0,11.8,33,33.9,89.7,0,8.5
1,3,Adilabad,Bela,9-Nov-20,0,10.4,31.8,31.6,89.3,0,8.8
1,3,Adilabad,Bela,10-Nov-20,0,10.5,32,29,90,0,6.4
1,3,Adilabad,Bela,11-Nov-20,0,10.8,31.2,28.3,88.7,0,7.7
1,3,Adilabad,Bela,12-Nov-20,0,15.7,32.4,37.9,88.5,0,8.3
1,3,Adilabad,Bela,13-Nov-20,0,20.8,33,54.3,90.5,0,7.1
1,3,Adilabad,Bela,14-Nov-20,0,19.1,33.6,50.1,90.4,0,5.1
1,3,Adilabad,Bela,15-Nov-20,0,18,34.2,40.2,87.9,0,9.6
1,3,Adilabad,Bela,16-Nov-20,0,18.9,33.1,38.1,75.1,0.2,5.6
1,3,Adilabad,Bela,17-Nov-20,0,20,34.3,45.6,89.6,0,5.3
1,3,Adilabad,Bela,18-Nov-20,0,20.2,33.9,40.9,88,0,5.9
1,3,Adilabad,Bela,19-Nov-20,0,22.4,33.4,37.5,84.4,0,14.5
1,3,Adilabad,Bela,20-Nov-20,0,22.8,34.4,43.9,85.6,0,15
1,3,Adilabad,Bela,21-Nov-20,7,24,33.9,49.4,90,0,9.9
1,3,Adilabad,Bela,22-Nov-20,0,19.3,32.1,60.5,89.1,0,5
1,3,Adilabad,Bela,23-Nov-20,0,15.1,31.9,45.5,89.7,0,7.7
1,3,Adilabad,Bela,24-Nov-20,0,13.9,32.5,37,88.6,0,6.1
1,3,Adilabad,Bela,25-Nov-20,0,13.2,32.4,36.1,89.3,0,8.7
1,3,Adilabad,Bela,26-Nov-20,0,17.1,32.1,33.3,86.7,0,6.5
1,3,Adilabad,Bela,27-Nov-20,0,19.9,30,50.4,78.3,0,6.8
1,3,Adilabad,Bela,28-Nov-20,0,17.7,27,55.1,85.4,0,9.5
1,3,Adilabad,Bela,29-Nov-20,0,21.3,30.2,49.7,84.5,0,12.7
1,3,Adilabad,Bela,30-Nov-20,0,18.4,32.9,45.2,88.7,0,7.7
1,3,Adilabad,Bela,1-Dec-20,0,15.8,32.9,38.5,88.6,0,6.4
1,3,Adilabad,Bela,2-Dec-20,0,11.7,32.8,37.8,89.4,0,7.9
1,3,Adilabad,Bela,3-Dec-20,0,10.7,30.6,39.5,92.9,0,5.4
1,3,Adilabad,Bela,4-Dec-20,0,10.1,32,32.2,93,0,9.2
1,3,Adilabad,Bela,5-Dec-20,0,9.6,32.1,29,90.1,0,9
1,3,Adilabad,Bela,6-Dec-20,0,9.1,32,28.2,89.3,0,12.6
1,3,Adilabad,Bela,7-Dec-20,0,9.8,32.4,29,88.9,0,7.9
1,3,Adilabad,Bela,8-Dec-20,0,10.8,32.6,30.6,89.3,0,6.6
1,3,Adilabad,Bela,9-Dec-20,0,11.7,32.3,28.8,89.3,0,5.6
1,3,Adilabad,Bela,10-Dec-20,0,12.1,32.6,29.6,86.5,0,8.7
1,3,Adilabad,Bela,11-Dec-20,0,14.3,32.2,37.1,88.7,0,7.2
1,3,Adilabad,Bela,12-Dec-20,0,16,32.1,42.3,88.7,0,4.9
1,3,Adilabad,Bela,13-Dec-20,0,15.8,30.8,50.8,90.3,0,6.7
1,3,Adilabad,Bela,14-Dec-20,0,19.2,30.1,51.6,88.9,0,6.3
1,3,Adilabad,Bela,15-Dec-20,0,17.4,28.9,64,94.5,0,5.6
1,3,Adilabad,Bela,16-Dec-20,0,16.7,31.3,50.6,94.4,0,11.3
1,3,Adilabad,Bela,17-Dec-20,0,16,31.3,54.2,92.9,0,5.7
1,3,Adilabad,Bela,18-Dec-20,0,15.5,31,50.5,95.7,0,5.5
1,3,Adilabad,Bela,19-Dec-20,0,12.8,29.7,43.6,95.4,0,6.2
1,3,Adilabad,Bela,20-Dec-20,0,8.6,28.8,47.8,92.2,0,7.6
1,3,Adilabad,Bela,21-Dec-20,0,6.2,28.8,28.1,87.8,0,7
1,3,Adilabad,Bela,22-Dec-20,0,5.6,29.2,29,81.4,0,9.6
1,3,Adilabad,Bela,23-Dec-20,0,5.6,29.4,29.1,82.4,0,5.9
1,3,Adilabad,Bela,24-Dec-20,0,8.8,29.2,31.4,81.5,0,6.3
1,3,Adilabad,Bela,25-Dec-20,0,8.1,29.2,35.1,83.6,0,8.3
1,3,Adilabad,Bela,26-Dec-20,0,7.3,29.3,34.2,84.3,0,8.8
1,3,Adilabad,Bela,27-Dec-20,0,8.2,29.8,32,83.4,0,7.2
1,3,Adilabad,Bela,28-Dec-20,0,11.1,31.6,34.2,83,0,8.9
1,3,Adilabad,Bela,29-Dec-20,0,13,30.8,40.4,87.7,0,5.4
1,3,Adilabad,Bela,30-Dec-20,0,12.7,30.9,45.9,88.7,0,7.9
1,3,Adilabad,Bela,31-Dec-20,0,11.4,30,47.7,89.2,0,7.7
1,4,Adilabad,Gadiguda,1-Oct-20,0,23.6,33,61.1,87.6,0,1.2
1,4,Adilabad,Gadiguda,2-Oct-20,0,23.8,32.4,63.7,87.3,0,1.1
1,4,Adilabad,Gadiguda,3-Oct-20,0,23.3,33.9,55.2,86.6,0,1.1
1,4,Adilabad,Gadiguda,4-Oct-20,0,22.2,33.8,51.9,79.2,0,1.3
1,4,Adilabad,Gadiguda,5-Oct-20,0,23.2,33.1,53.5,82.7,0,1.5
1,4,Adilabad,Gadiguda,6-Oct-20,0,23.8,33,46.6,86.7,0,1.7
1,4,Adilabad,Gadiguda,7-Oct-20,0,24.5,31.6,58.7,89,0,2.5
1,4,Adilabad,Gadiguda,8-Oct-20,7,22.4,25.8,83.8,94.8,0,5.4
1,4,Adilabad,Gadiguda,9-Oct-20,0,23.2,29,77.8,95.4,0,0.2
1,4,Adilabad,Gadiguda,10-Oct-20,0,22.9,32.6,66.3,96.1,0,0.1
1,4,Adilabad,Gadiguda,11-Oct-20,9.5,22.6,32.9,64.3,94.5,0,5.9
1,4,Adilabad,Gadiguda,12-Oct-20,23.3,23.2,31.3,69.8,96,0,5.7
1,4,Adilabad,Gadiguda,13-Oct-20,4.8,23.1,31.9,70.6,96.4,0,5.8
1,4,Adilabad,Gadiguda,14-Oct-20,0,24.4,29.7,72.3,89.9,0,6.2
1,4,Adilabad,Gadiguda,15-Oct-20,4.5,23.7,30.9,69.9,95.6,0.1,5.8
1,4,Adilabad,Gadiguda,16-Oct-20,0,23.7,29.6,75.9,95.4,0,4.6
1,4,Adilabad,Gadiguda,17-Oct-20,7.5,24.3,30.5,73.1,94.9,0,3.2
1,4,Adilabad,Gadiguda,18-Oct-20,0,23.8,30.7,74.1,95.3,0,4.4
1,4,Adilabad,Gadiguda,19-Oct-20,0,23,33,66.5,94.5,0,3.9
1,4,Adilabad,Gadiguda,20-Oct-20,0,23.5,33.4,63.3,91.9,0,3.1
1,4,Adilabad,Gadiguda,21-Oct-20,0,22.1,33,58.6,92.7,0,3.6
