Dcode,Mcode,District,Mandal,Date,Rain (mm),Temp Min (°C),Temp Max (°C),Humidity Min (%),Humidity Max (%),Wind Speed Min (Kmph),Wind Speed Max (Kmph)
13,16,Karimnagar,Ellandakunta,18-Dec-20,0,16.9,30.8,55.9,93.2,0,0.3
13,16,Karimnagar,Ellandakunta,19-Dec-20,0,14.7,29.9,45.6,91.6,0,3.8
13,16,Karimnagar,Ellandakunta,20-Dec-20,0,12.6,30.8,41.5,92.1,0,0.8
13,16,Karimnagar,Ellandakunta,21-Dec-20,0,10.6,29.2,28.3,89.5,0,0.8
13,16,Karimnagar,Ellandakunta,22-Dec-20,0,10.5,28.7,24.9,92.1,0,0.1
13,16,Karimnagar,Ellandakunta,23-Dec-20,0,10.3,29.1,27.1,91.9,0,0.5
13,16,Karimnagar,Ellandakunta,24-Dec-20,0,12.9,30.7,35.9,92.1,0,3.6
13,16,Karimnagar,Ellandakunta,25-Dec-20,0,13.8,29.1,43.4,92.7,0,0.5
13,16,Karimnagar,Ellandakunta,26-Dec-20,0,14.3,30.6,46.5,93.3,0,0.1
13,16,Karimnagar,Ellandakunta,27-Dec-20,0,12.8,30.1,39.3,93.1,0,3.9
13,16,Karimnagar,Ellandakunta,28-Dec-20,0,13.6,30,35.2,90.5,0,2
13,16,Karimnagar,Ellandakunta,29-Dec-20,0,14.6,31.3,42.6,91.2,0,14.5
13,16,Karimnagar,Ellandakunta,30-Dec-20,0,17.2,30.4,46.7,84.9,0,11.7
13,16,Karimnagar,Ellandakunta,31-Dec-20,0,16.7,29.9,49.6,90.6,0,5.2
14,1,Rajanna-Siricilla,Rudrangi,1-Oct-20,0.9,22.5,31.9,72.6,100,0.1,5.2
14,1,Rajanna-Siricilla,Rudrangi,2-Oct-20,0,22.5,33,64.7,96.9,0,4.4
14,1,Rajanna-Siricilla,Rudrangi,3-Oct-20,0.3,23.3,33.3,63.5,96.7,0,6.5
14,1,Rajanna-Siricilla,Rudrangi,4-Oct-20,0,21.3,35.2,52.2,92.9,0,5.3
14,1,Rajanna-Siricilla,Rudrangi,5-Oct-20,0,20.4,34.3,50.7,95.2,0,5.1
14,1,Rajanna-Siricilla,Rudrangi,6-Oct-20,0,21.6,34.1,47.9,94.9,0,7.5
14,1,Rajanna-Siricilla,Rudrangi,7-Oct-20,0.4,23.4,31.6,61.5,96.2,0,5.5
14,1,Rajanna-Siricilla,Rudrangi,8-Oct-20,16.1,20.5,24.3,93.9,100,0,4.4
14,1,Rajanna-Siricilla,Rudrangi,9-Oct-20,0.3,21.2,30.9,75.9,100,0,3.9
14,1,Rajanna-Siricilla,Rudrangi,10-Oct-20,0,22.6,35.6,56.9,100,0,6.3
14,1,Rajanna-Siricilla,Rudrangi,11-Oct-20,17.7,23.3,31.3,81.9,100,0,2.1
14,1,Rajanna-Siricilla,Rudrangi,12-Oct-20,4.9,22.9,31.3,77.5,100,0,4.5
14,1,Rajanna-Siricilla,Rudrangi,13-Oct-20,15.2,21.3,33,79.2,100,0,2.4
14,1,Rajanna-Siricilla,Rudrangi,14-Oct-20,19.7,22.6,25.1,97.7,100,0.1,12.1
14,1,Rajanna-Siricilla,Rudrangi,15-Oct-20,1.7,23,27.4,89.8,100,1.3,10
14,1,Rajanna-Siricilla,Rudrangi,16-Oct-20,0,23.1,31.5,74.8,100,0,9.9
14,1,Rajanna-Siricilla,Rudrangi,17-Oct-20,0.8,23.6,31.8,69.8,100,1.3,3.8
14,1,Rajanna-Siricilla,Rudrangi,18-Oct-20,2.4,21.4,32.4,70.8,100,0,4.6
14,1,Rajanna-Siricilla,Rudrangi,19-Oct-20,3.4,22.4,34,64.6,100,0,3.4
14,1,Rajanna-Siricilla,Rudrangi,20-Oct-20,0,23.5,32.5,71.4,100,0,3.3
14,1,Rajanna-Siricilla,Rudrangi,21-Oct-20,0.4,23.4,32.2,71.8,100,0,7.4
14,1,Rajanna-Siricilla,Rudrangi,22-Oct-20,0,21.5,32.1,70.1,100,0,4.6
14,1,Rajanna-Siricilla,Rudrangi,23-Oct-20,0,19,33.7,48.1,98.1,0,3.7
14,1,Rajanna-Siricilla,Rudrangi,24-Oct-20,0,19.2,33.7,43.9,98.7,0,2.1
14,1,Rajanna-Siricilla,Rudrangi,25-Oct-20,0,20.4,35.1,42.1,97.8,0,3.8
14,1,Rajanna-Siricilla,Rudrangi,26-Oct-20,0,19.3,34.7,44.6,99.4,0,7.7
14,1,Rajanna-Siricilla,Rudrangi,27-Oct-20,0,18.8,33.5,42.7,98,0,4.8
14,1,Rajanna-Siricilla,Rudrangi,28-Oct-20,0,17.1,32.7,43.6,98.1,0,6.4
14,1,Rajanna-Siricilla,Rudrangi,29-Oct-20,0,16.9,33.8,36.2,98.3,0,6.4
14,1,Rajanna-Siricilla,Rudrangi,30-Oct-20,0,19.3,32.7,41.9,98.6,0,4.7
14,1,Rajanna-Siricilla,Rudrangi,31-Oct-20,0,19.1,31.1,45.8,98.1,0,7.4
14,1,Rajanna-Siricilla,Rudrangi,1-Nov-20,0,15.8,31,44.4,97.5,0,6.2
14,1,Rajanna-Siricilla,Rudrangi,2-Nov-20,0,16.6,31.6,38.9,94.2,0,3.2
14,1,Rajanna-Siricilla,Rudrangi,3-Nov-20,0,17.5,31.9,44.6,93.4,0,3
14,1,Rajanna-Siricilla,Rudrangi,4-Nov-20,0,14.9,31.4,35.6,92.3,0,2.2
14,1,Rajanna-Siricilla,Rudrangi,5-Nov-20,0,14.4,31.5,27.8,87.4,0,2.2
14,1,Rajanna-Siricilla,Rudrangi,6-Nov-20,0,13.9,32,26.6,89.7,0,8.4
14,1,Rajanna-Siricilla,Rudrangi,7-Nov-20,0,16.9,31.5,43.9,96.1,0,10.5
14,1,Rajanna-Siricilla,Rudrangi,8-Nov-20,0,13.9,31.8,38,92.9,0,7.2
14,1,Rajanna-Siricilla,Rudrangi,9-Nov-20,0,11.4,30.4,30.6,92.6,0,8.1
14,1,Rajanna-Siricilla,Rudrangi,10-Nov-20,0,11,30.5,26.8,89.6,0,7.7
14,1,Rajanna-Siricilla,Rudrangi,11-Nov-20,0,11.5,29,30.3,88.2,0,5.5
14,1,Rajanna-Siricilla,Rudrangi,12-Nov-20,0,16.9,32.4,31.8,87.7,0,5.5
14,1,Rajanna-Siricilla,Rudrangi,13-Nov-20,0,19.9,30.6,55.5,100,0,6.1
14,1,Rajanna-Siricilla,Rudrangi,14-Nov-20,0,18.1,32.5,52.5,100,0,5.3
14,1,Rajanna-Siricilla,Rudrangi,15-Nov-20,0,17,32.6,42.8,99.1,0,8.5
14,1,Rajanna-Siricilla,Rudrangi,16-Nov-20,0,18.6,33.1,39.1,98.4,0,5.9
14,1,Rajanna-Siricilla,Rudrangi,17-Nov-20,0,17.2,32.3,48.3,98.5,0,9.9
14,1,Rajanna-Siricilla,Rudrangi,18-Nov-20,0,17.7,32.2,40.6,99.1,0,8.3
14,1,Rajanna-Siricilla,Rudrangi,19-Nov-20,0,21,33.8,44,97.7,0,8.2
14,1,Rajanna-Siricilla,Rudrangi,20-Nov-20,0,19.4,35.1,39.9,98.7,0,7
14,1,Rajanna-Siricilla,Rudrangi,21-Nov-20,0,18.3,34.9,31.4,96.5,0,1.9
14,1,Rajanna-Siricilla,Rudrangi,22-Nov-20,0,17.8,33.2,39.2,100,0,6.5
14,1,Rajanna-Siricilla,Rudrangi,23-Nov-20,0,15.2,31.2,52.8,93.9,0,5
14,1,Rajanna-Siricilla,Rudrangi,24-Nov-20,0,13.5,30.4,33.8,89.4,0,7.8
14,1,Rajanna-Siricilla,Rudrangi,25-Nov-20,0,12.6,29.9,28.8,95,0,8
14,1,Rajanna-Siricilla,Rudrangi,26-Nov-20,0,18.5,30.8,31.5,77.4,0,7.7
14,1,Rajanna-Siricilla,Rudrangi,27-Nov-20,0,19,28.4,56.6,78.1,0,7.8
14,1,Rajanna-Siricilla,Rudrangi,28-Nov-20,0,18.3,21.5,72.9,85.5,0,9.2
14,1,Rajanna-Siricilla,Rudrangi,29-Nov-20,0,17.6,28.1,54.6,95.3,0,10.8
14,1,Rajanna-Siricilla,Rudrangi,30-Nov-20,0,18.7,32.2,48.5,97.9,0,4.2
14,1,Rajanna-Siricilla,Rudrangi,1-Dec-20,0,15.3,32.1,43.5,96.2,0,3.8
14,1,Rajanna-Siricilla,Rudrangi,2-Dec-20,0,14.2,30.2,36.2,94.5,0,9.1
14,1,Rajanna-Siricilla,Rudrangi,3-Dec-20,0,13,29.7,34.4,97.6,0,8.8
14,1,Rajanna-Siricilla,Rudrangi,4-Dec-20,0,12.8,31.3,33,92.8,0,4.1
14,1,Rajanna-Siricilla,Rudrangi,5-Dec-20,0,12.2,30.7,27,86.7,0,12
14,1,Rajanna-Siricilla,Rudrangi,6-Dec-20,0,11.4,30.4,20.4,88,0,8.4
14,1,Rajanna-Siricilla,Rudrangi,7-Dec-20,0,13,31.3,25.3,90.5,0,8.6
14,1,Rajanna-Siricilla,Rudrangi,8-Dec-20,0,12.8,31.4,25.2,93.6,0,8.4
14,1,Rajanna-Siricilla,Rudrangi,9-Dec-20,0,13.3,32.7,27.4,91.2,0,9.6
14,1,Rajanna-Siricilla,Rudrangi,10-Dec-20,0,14.5,32.6,25.8,89,0,5.9
14,1,Rajanna-Siricilla,Rudrangi,11-Dec-20,0,16.4,32.8,29.8,90.7,0,9.2
14,1,Rajanna-Siricilla,Rudrangi,12-Dec-20,0,16.6,32.8,30.7,92.7,0,6.2
14,1,Rajanna-Siricilla,Rudrangi,13-Dec-20,0,15.9,30.7,41.1,98.6,0,7.7
14,1,Rajanna-Siricilla,Rudrangi,14-Dec-20,0,16.7,30,43.6,94.1,0,8.5
14,1,Rajanna-Siricilla,Rudrangi,15-Dec-20,0,16.2,30.8,38.5,91,0,11.3
14,1,Rajanna-Siricilla,Rudrangi,16-Dec-20,0,17.2,30.3,41,99.1,0,14.1
14,1,Rajanna-Siricilla,Rudrangi,17-Dec-20,0,16.3,31.2,41,96.6,0,10.9
14,1,Rajanna-Siricilla,Rudrangi,18-Dec-20,0,15.5,30.7,47.9,99.6,0,7.6
14,1,Rajanna-Siricilla,Rudrangi,19-Dec-20,0,14.9,29.9,41.1,94.5,0,10.3
14,1,Rajanna-Siricilla,Rudrangi,20-Dec-20,0,11.1,28.7,39.8,95.7,0,9.1
14,1,Rajanna-Siricilla,Rudrangi,21-Dec-20,0,9,28.4,31.5,87.5,0,4.6
14,1,Rajanna-Siricilla,Rudrangi,22-Dec-20,0,9.4,28.7,23.6,81.8,0,11.4
14,1,Rajanna-Siricilla,Rudrangi,23-Dec-20,0,10.5,29.3,18.1,82.8,0,5.4
14,1,Rajanna-Siricilla,Rudrangi,24-Dec-20,0,12.8,30.2,28.3,94.9,0,10.4
14,1,Rajanna-Siricilla,Rudrangi,25-Dec-20,0,12.8,29.8,33.4,99.3,0,10.7
14,1,Rajanna-Siricilla,Rudrangi,26-Dec-20,0,11.6,28.6,37.1,98.3,0,6.2
14,1,Rajanna-Siricilla,Rudrangi,27-Dec-20,0,11.9,30,28.3,88.4,0,6.8
14,1,Rajanna-Siricilla,Rudrangi,28-Dec-20,0,14.2,30.9,30.9,83.6,0,8.1
14,1,Rajanna-Siricilla,Rudrangi,29-Dec-20,0,14.2,32.1,31.3,94.6,0,10.6
14,1,Rajanna-Siricilla,Rudrangi,30-Dec-20,0,14.4,29.8,37.9,99.6,0,15.2
14,1,Rajanna-Siricilla,Rudrangi,31-Dec-20,0,14.7,29.8,41.3,99.2,0,11.9
14,2,Rajanna-Siricilla,Chandurthi,1-Oct-20,0,23.4,30.9,97.5,100,0,7
14,2,Rajanna-Siricilla,Chandurthi,2-Oct-20,0,22.4,31.4,68.7,100,0,9.5
14,2,Rajanna-Siricilla,Chandurthi,3-Oct-20,0,24.8,32.1,68.8,100,0,8.5
14,2,Rajanna-Siricilla,Chandurthi,4-Oct-20,0,22.5,33.5,55.7,100,0,11.4
14,2,Rajanna-Siricilla,Chandurthi,5-Oct-20,0,22.1,32.9,58.3,100,0,10.2
14,2,Rajanna-Siricilla,Chandurthi,6-Oct-20,0,22.4,32.4,50.3,100,0,8.6
14,2,Rajanna-Siricilla,Chandurthi,7-Oct-20,3.6,22.4,31.4,68.1,100,0,6
14,2,Rajanna-Siricilla,Chandurthi,8-Oct-20,9.6,21.1,24.3,97,99.7,0,8.4
14,2,Rajanna-Siricilla,Chandurthi,9-Oct-20,0,22.4,29.7,87.5,99.8,0,3.3
14,2,Rajanna-Siricilla,Chandurthi,10-Oct-20,0,23.8,33.3,83.5,100,0,0.3
14,2,Rajanna-Siricilla,Chandurthi,11-Oct-20,1.3,22.4,30.9,99.7,100,0,4.2
14,2,Rajanna-Siricilla,Chandurthi,12-Oct-20,3.9,23.4,29,90.6,100,0,1.8
14,2,Rajanna-Siricilla,Chandurthi,13-Oct-20,4.2,22.3,30.1,92.9,100,0,2.6
14,2,Rajanna-Siricilla,Chandurthi,14-Oct-20,30.6,22.4,25.8,90.5,100,0.4,15.5
14,2,Rajanna-Siricilla,Chandurthi,15-Oct-20,2.2,22.4,27.8,96.9,100,0,8.1
14,2,Rajanna-Siricilla,Chandurthi,16-Oct-20,0,23.5,30.5,92.8,100,0,4.7
14,2,Rajanna-Siricilla,Chandurthi,17-Oct-20,0,24.1,32.9,70.6,100,0,5.6
14,2,Rajanna-Siricilla,Chandurthi,18-Oct-20,0.3,22.3,31.3,88.3,100,0,6.7
14,2,Rajanna-Siricilla,Chandurthi,19-Oct-20,0,23.7,32.2,72.1,100,0,3.9
14,2,Rajanna-Siricilla,Chandurthi,20-Oct-20,0,24.2,31.7,84.3,100,0,7.1
14,2,Rajanna-Siricilla,Chandurthi,21-Oct-20,2.8,23.6,30.7,86.3,100,0,5.8
14,2,Rajanna-Siricilla,Chandurthi,22-Oct-20,0,21.6,31,84.3,100,0,5.9
14,2,Rajanna-Siricilla,Chandurthi,23-Oct-20,0,19.5,33.3,48.6,100,0,1.3
14,2,Rajanna-Siricilla,Chandurthi,24-Oct-20,0,19.7,31.9,42.1,100,0,3.8
14,2,Rajanna-Siricilla,Chandurthi,25-Oct-20,0,20.2,33.1,35.6,100,0,5.4
14,2,Rajanna-Siricilla,Chandurthi,26-Oct-20,0,19.9,32.7,43.3,100,0,5.4
14,2,Rajanna-Siricilla,Chandurthi,27-Oct-20,0,18.9,32,35.6,100,0,0.1
14,2,Rajanna-Siricilla,Chandurthi,28-Oct-20,0,17.8,31.8,40.9,100,0,0.3
14,2,Rajanna-Siricilla,Chandurthi,29-Oct-20,0,17.8,32,38,100,0,4.4
14,2,Rajanna-Siricilla,Chandurthi,30-Oct-20,0,20.1,31.8,38.5,100,0,2.6
14,2,Rajanna-Siricilla,Chandurthi,31-Oct-20,0,19,30.5,43.5,100,0,7.7
14,2,Rajanna-Siricilla,Chandurthi,1-Nov-20,0,16.3,30.6,41.7,100,0,6.6
14,2,Rajanna-Siricilla,Chandurthi,2-Nov-20,0,17.3,31,33.4,92.9,0,7.5
14,2,Rajanna-Siricilla,Chandurthi,3-Nov-20,0,18.6,31.6,42.3,91.1,0,4.7
14,2,Rajanna-Siricilla,Chandurthi,4-Nov-20,0,16.2,31.4,28.5,90.9,0,10.1
14,2,Rajanna-Siricilla,Chandurthi,5-Nov-20,0,14.1,30.8,22.9,100,0,7.1
14,2,Rajanna-Siricilla,Chandurthi,6-Nov-20,0,13.6,31.4,19.5,96.9,0,6.3
14,2,Rajanna-Siricilla,Chandurthi,7-Nov-20,0,18.1,30.4,37.9,96.8,0,8.2
14,2,Rajanna-Siricilla,Chandurthi,8-Nov-20,0,14.2,31.2,34.1,97.9,0,9.6
14,2,Rajanna-Siricilla,Chandurthi,9-Nov-20,0,12.2,29.4,26.5,91.2,0,12
14,2,Rajanna-Siricilla,Chandurthi,10-Nov-20,0,11.2,29.1,18.6,100,0,7.4
14,2,Rajanna-Siricilla,Chandurthi,11-Nov-20,0,11.2,28.3,25.5,93.5,0,6.4
14,2,Rajanna-Siricilla,Chandurthi,12-Nov-20,0,18.3,30.5,31.3,79.1,0,5.3
14,2,Rajanna-Siricilla,Chandurthi,13-Nov-20,0,20.3,31,49.4,100,0,6.5
14,2,Rajanna-Siricilla,Chandurthi,14-Nov-20,0,18.4,31.8,46.8,100,0,4.2
14,2,Rajanna-Siricilla,Chandurthi,15-Nov-20,0,17.8,31.9,38,100,0,8.8
14,2,Rajanna-Siricilla,Chandurthi,16-Nov-20,0,19.2,32.8,35,100,0,6.2
14,2,Rajanna-Siricilla,Chandurthi,17-Nov-20,0,17.2,32.2,41.2,100,0,6.3
14,2,Rajanna-Siricilla,Chandurthi,18-Nov-20,0,17.8,32.1,34.4,100,0,7.4
14,2,Rajanna-Siricilla,Chandurthi,19-Nov-20,0,20.3,32.5,44.5,100,0,7.9
14,2,Rajanna-Siricilla,Chandurthi,20-Nov-20,0,18.1,33.6,38,100,0,5.3
14,2,Rajanna-Siricilla,Chandurthi,21-Nov-20,0,18.2,35.7,23.4,100,0,3.1
14,2,Rajanna-Siricilla,Chandurthi,22-Nov-20,0,18.3,32.8,33,100,0,4.6
14,2,Rajanna-Siricilla,Chandurthi,23-Nov-20,0,15,31,47,100,0,7.8
14,2,Rajanna-Siricilla,Chandurthi,24-Nov-20,0,12.5,30.8,26.5,100,0,6.3
14,2,Rajanna-Siricilla,Chandurthi,25-Nov-20,0,13.1,29.6,24.3,100,0,9.2
14,2,Rajanna-Siricilla,Chandurthi,26-Nov-20,0,19.3,30.1,26.5,71.6,0,5.5
14,2,Rajanna-Siricilla,Chandurthi,27-Nov-20,0,19.5,28.6,49,65,0,9.6
14,2,Rajanna-Siricilla,Chandurthi,28-Nov-20,0,19.4,22.1,58.5,78.2,0,7.4
14,2,Rajanna-Siricilla,Chandurthi,29-Nov-20,0,18.4,27.9,47.8,88.2,0,9.4
14,2,Rajanna-Siricilla,Chandurthi,30-Nov-20,0,19.3,31.4,44.1,100,0,8.2
14,2,Rajanna-Siricilla,Chandurthi,1-Dec-20,0,15.4,31.5,39.7,100,0,4.2
14,2,Rajanna-Siricilla,Chandurthi,2-Dec-20,0,13.8,29.8,29.2,100,0,6.7
14,2,Rajanna-Siricilla,Chandurthi,3-Dec-20,0,12.3,29.7,30.6,100,0,7.5
14,2,Rajanna-Siricilla,Chandurthi,4-Dec-20,0,12.6,29.8,29.9,100,0,4.1
14,2,Rajanna-Siricilla,Chandurthi,5-Dec-20,0,11,30,21.6,100,0,8.3
14,2,Rajanna-Siricilla,Chandurthi,6-Dec-20,0,11.8,30,15.3,100,0,5.4
14,2,Rajanna-Siricilla,Chandurthi,7-Dec-20,0,12.2,30.3,20.2,100,0,6.3
14,2,Rajanna-Siricilla,Chandurthi,8-Dec-20,0,12.8,32,20.2,100,0,7.5
14,2,Rajanna-Siricilla,Chandurthi,9-Dec-20,0,12.7,31.4,21.1,100,0,5.9
14,2,Rajanna-Siricilla,Chandurthi,10-Dec-20,0,13.9,31,20.9,100,0,5.1
14,2,Rajanna-Siricilla,Chandurthi,11-Dec-20,0,15.2,30.8,26.5,100,0,8.2
14,2,Rajanna-Siricilla,Chandurthi,12-Dec-20,0,15.5,31.3,27.8,100,0,6.3
14,2,Rajanna-Siricilla,Chandurthi,13-Dec-20,0,15.8,30.1,37.3,100,0,7.1
14,2,Rajanna-Siricilla,Chandurthi,14-Dec-20,0,16,29.7,40,100,0,6.7
14,2,Rajanna-Siricilla,Chandurthi,15-Dec-20,0,14.6,29.2,39.4,100,0,5.9
14,2,Rajanna-Siricilla,Chandurthi,16-Dec-20,0,16.1,29.4,37.1,100,0,11.2
14,2,Rajanna-Siricilla,Chandurthi,17-Dec-20,0,16.2,29.5,38.2,100,0,6.3
14,2,Rajanna-Siricilla,Chandurthi,18-Dec-20,0,15.8,28.8,43.5,100,0,4.6
14,2,Rajanna-Siricilla,Chandurthi,19-Dec-20,0,14.4,29.7,33.4,100,0,5.8
14,2,Rajanna-Siricilla,Chandurthi,20-Dec-20,0,11.7,28,33.8,100,0,6.5
14,2,Rajanna-Siricilla,Chandurthi,21-Dec-20,0,9.5,27.7,24.1,100,0,8.8
14,2,Rajanna-Siricilla,Chandurthi,22-Dec-20,0,8.6,27.5,17.8,100,0,8.9
14,2,Rajanna-Siricilla,Chandurthi,23-Dec-20,0,9.4,28.3,16.5,100,0,8.8
14,2,Rajanna-Siricilla,Chandurthi,24-Dec-20,0,11.7,28.2,23.4,100,0,5.5
14,2,Rajanna-Siricilla,Chandurthi,25-Dec-20,0,13.1,28.2,30.3,100,0,7.9
14,2,Rajanna-Siricilla,Chandurthi,26-Dec-20,0,11.9,27.6,35.3,100,0,8.5
14,2,Rajanna-Siricilla,Chandurthi,27-Dec-20,0,12,28.2,26.2,100,0,6.7
14,2,Rajanna-Siricilla,Chandurthi,28-Dec-20,0,13,29.2,27.1,100,0,5.3
14,2,Rajanna-Siricilla,Chandurthi,29-Dec-20,0,14.1,29.4,29.9,100,0,5.4
14,2,Rajanna-Siricilla,Chandurthi,30-Dec-20,0,14,28.4,36.1,100,0,6.7
14,2,Rajanna-Siricilla,Chandurthi,31-Dec-20,0,15.3,28.5,36.1,100,0,8.2
14,3,Rajanna-Siricilla,Vemulawada_Rural,1-Oct-20,0.3,23.6,33.3,85.7,100,0,6.5
14,3,Rajanna-Siricilla,Vemulawada_Rural,2-Oct-20,0,23.5,34.3,64.6,100,0,7.8
14,3,Rajanna-Siricilla,Vemulawada_Rural,3-Oct-20,0,24.6,34,66.7,100,0,6.7
14,3,Rajanna-Siricilla,Vemulawada_Rural,4-Oct-20,0,22.1,35.9,45.3,100,0,7.4
14,3,Rajanna-Siricilla,Vemulawada_Rural,5-Oct-20,0,21.3,34.8,48.4,100,0,8.9
14,3,Rajanna-Siricilla,Vemulawada_Rural,6-Oct-20,0,22.8,34.9,44.5,100,0,6.7
14,3,Rajanna-Siricilla,Vemulawada_Rural,7-Oct-20,13.7,23.5,33.6,54.1,98.6,0,5.7
14,3,Rajanna-Siricilla,Vemulawada_Rural,8-Oct-20,17,21.3,24.6,96,99.4,0,6.7
14,3,Rajanna-Siricilla,Vemulawada_Rural,9-Oct-20,0,22.7,30.2,92.1,99.6,0,4.9
14,3,Rajanna-Siricilla,Vemulawada_Rural,10-Oct-20,0,24.4,33.7,64,99.8,0,5.6
14,3,Rajanna-Siricilla,Vemulawada_Rural,11-Oct-20,0.3,24,32.5,73.4,100,0,4.6
14,3,Rajanna-Siricilla,Vemulawada_Rural,12-Oct-20,6.8,23.9,30.2,95.9,100,0,5.5
14,3,Rajanna-Siricilla,Vemulawada_Rural,13-Oct-20,7.5,22.7,31,97.9,100,0,3.4
14,3,Rajanna-Siricilla,Vemulawada_Rural,14-Oct-20,32.2,23.1,26.8,89.8,98.2,0.2,14.4
14,3,Rajanna-Siricilla,Vemulawada_Rural,15-Oct-20,4.2,24,28.3,94.1,98.3,0,9
14,3,Rajanna-Siricilla,Vemulawada_Rural,16-Oct-20,0.4,23.8,30.8,97.5,100,0,8.1
14,3,Rajanna-Siricilla,Vemulawada_Rural,17-Oct-20,0.4,24.4,34.2,56.9,100,0,5.3
14,3,Rajanna-Siricilla,Vemulawada_Rural,18-Oct-20,19.7,22.4,32.4,80.5,100,0,11.7
14,3,Rajanna-Siricilla,Vemulawada_Rural,19-Oct-20,1.2,24.1,33.4,66.4,100,0,5.3
14,3,Rajanna-Siricilla,Vemulawada_Rural,20-Oct-20,0,24.3,33.6,63.6,100,0,9.2
14,3,Rajanna-Siricilla,Vemulawada_Rural,21-Oct-20,3.8,23.7,32.5,86.4,100,0,10.1
14,3,Rajanna-Siricilla,Vemulawada_Rural,22-Oct-20,0.3,22.3,32.5,71.1,100,0,9.4
14,3,Rajanna-Siricilla,Vemulawada_Rural,23-Oct-20,0,19.9,35.4,47.2,100,0,5.1
14,3,Rajanna-Siricilla,Vemulawada_Rural,24-Oct-20,0,20.7,33.8,40.4,100,0,7.8
14,3,Rajanna-Siricilla,Vemulawada_Rural,25-Oct-20,0,20.9,35.4,31.7,100,0,5.5
14,3,Rajanna-Siricilla,Vemulawada_Rural,26-Oct-20,0,20.8,35,37.8,100,0,5.5
14,3,Rajanna-Siricilla,Vemulawada_Rural,27-Oct-20,0,19.2,33.1,36.5,100,0,7.1
14,3,Rajanna-Siricilla,Vemulawada_Rural,28-Oct-20,0,18.3,32.6,40.6,100,0,7.2
14,3,Rajanna-Siricilla,Vemulawada_Rural,29-Oct-20,0,18.4,32.9,34.4,100,0,4.6
14,3,Rajanna-Siricilla,Vemulawada_Rural,30-Oct-20,0,21.1,33.3,36.1,100,0,6.7
14,3,Rajanna-Siricilla,Vemulawada_Rural,31-Oct-20,0,19.8,32.1,40.5,100,0,7.7
14,3,Rajanna-Siricilla,Vemulawada_Rural,1-Nov-20,0,17.4,31.7,38.7,100,0,9.5
14,3,Rajanna-Siricilla,Vemulawada_Rural,2-Nov-20,0,18.1,32.8,32.1,98.1,0,9.3
14,3,Rajanna-Siricilla,Vemulawada_Rural,3-Nov-20,0,19.3,32.8,40.1,98.7,0,9.6
14,3,Rajanna-Siricilla,Vemulawada_Rural,4-Nov-20,0,16.3,32.8,27.6,98.9,0,14.1
14,3,Rajanna-Siricilla,Vemulawada_Rural,5-Nov-20,0,15.2,33.2,20.9,97,0,8.9
14,3,Rajanna-Siricilla,Vemulawada_Rural,6-Nov-20,0,14.6,32.9,18.8,98.4,0,10.2
14,3,Rajanna-Siricilla,Vemulawada_Rural,7-Nov-20,0,18.9,32.1,37.1,98.5,0,9.1
14,3,Rajanna-Siricilla,Vemulawada_Rural,8-Nov-20,0,14.7,32.2,32.4,100,0,8.8
14,3,Rajanna-Siricilla,Vemulawada_Rural,9-Nov-20,0,13.1,31.1,24.2,100,0,11.3
14,3,Rajanna-Siricilla,Vemulawada_Rural,10-Nov-20,0,12.2,30.7,17.6,98.5,0,9.6
14,3,Rajanna-Siricilla,Vemulawada_Rural,11-Nov-20,0,12.3,28.8,24.9,100,0,26.8
14,3,Rajanna-Siricilla,Vemulawada_Rural,12-Nov-20,0,18.6,32.4,29,95.9,0,15.5
14,3,Rajanna-Siricilla,Vemulawada_Rural,13-Nov-20,0,20.9,31.6,50,100,0,14.1
14,3,Rajanna-Siricilla,Vemulawada_Rural,14-Nov-20,0,19,31.6,50.8,100,0,13.9
14,3,Rajanna-Siricilla,Vemulawada_Rural,15-Nov-20,0,18.7,33,37.2,100,0,15.4
14,3,Rajanna-Siricilla,Vemulawada_Rural,16-Nov-20,0,19.9,33.6,34.9,100,0,15.4
14,3,Rajanna-Siricilla,Vemulawada_Rural,17-Nov-20,0,17.8,32.5,39.5,100,0,18.5
14,3,Rajanna-Siricilla,Vemulawada_Rural,18-Nov-20,0,18,33,35.2,100,0,17.1
14,3,Rajanna-Siricilla,Vemulawada_Rural,19-Nov-20,0,20.2,32.9,45.3,99.8,0,10.4
14,3,Rajanna-Siricilla,Vemulawada_Rural,20-Nov-20,0,19.1,34.3,39.3,100,0,7.2
14,3,Rajanna-Siricilla,Vemulawada_Rural,21-Nov-20,0,18.9,34.6,29.9,100,0,4.6
14,3,Rajanna-Siricilla,Vemulawada_Rural,22-Nov-20,0,19.1,34.2,31.3,100,0,13.9
14,3,Rajanna-Siricilla,Vemulawada_Rural,23-Nov-20,0,15.8,32.5,45.5,100,0,8.2
14,3,Rajanna-Siricilla,Vemulawada_Rural,24-Nov-20,0,13.8,31.4,26.9,100,0,12.6
14,3,Rajanna-Siricilla,Vemulawada_Rural,25-Nov-20,0,13.3,30.5,23.8,100,0,13.9
14,3,Rajanna-Siricilla,Vemulawada_Rural,26-Nov-20,0,19.8,31.5,28.5,81.6,0,19.9
14,3,Rajanna-Siricilla,Vemulawada_Rural,27-Nov-20,0,19,28.8,53.1,77.5,0,14.7
